Title: *ripple carry adder
Date: Tue Jul  7 09:10:50  2020
Plotname: Transient Analysis
Flags: real
No. Variables: 2
No. Points: 8208
Variables:
	0	time	time
	1	v(s0)	voltage
Values:
 0	0.000000000000000e+00
	9.946948964397541e-01

 1	1.000000000000000e-15
	9.946948964397495e-01

 2	2.000000000000000e-15
	9.946948964397446e-01

 3	4.000000000000000e-15
	9.946948964397353e-01

 4	8.000000000000001e-15
	9.946948964397173e-01

 5	1.600000000000000e-14
	9.946948964396830e-01

 6	3.200000000000000e-14
	9.946948964396106e-01

 7	6.400000000000000e-14
	9.946948964394537e-01

 8	1.280000000000000e-13
	9.946948964391296e-01

 9	2.280000000000000e-13
	9.946948964386026e-01

 10	3.280000000000000e-13
	9.946948964380762e-01

 11	4.280000000000000e-13
	9.946948964375614e-01

 12	5.280000000000000e-13
	9.946948964370679e-01

 13	6.279999999999999e-13
	9.946948964366004e-01

 14	7.279999999999999e-13
	9.946948964361609e-01

 15	8.279999999999999e-13
	9.946948964357628e-01

 16	9.279999999999999e-13
	9.946948964354008e-01

 17	1.028000000000000e-12
	9.946948964350449e-01

 18	1.128000000000000e-12
	9.946948964346916e-01

 19	1.228000000000000e-12
	9.946948964343644e-01

 20	1.328000000000000e-12
	9.946948964340571e-01

 21	1.428000000000000e-12
	9.946948964337657e-01

 22	1.528000000000000e-12
	9.946948964334985e-01

 23	1.628000000000000e-12
	9.946948964332510e-01

 24	1.728000000000000e-12
	9.946948964330269e-01

 25	1.828000000000000e-12
	9.946948964328143e-01

 26	1.928000000000000e-12
	9.946948964325992e-01

 27	2.028000000000000e-12
	9.946948964324129e-01

 28	2.128000000000000e-12
	9.946948964322516e-01

 29	2.228000000000000e-12
	9.946948964320907e-01

 30	2.328000000000000e-12
	9.946948964319413e-01

 31	2.428000000000000e-12
	9.946948964318009e-01

 32	2.528000000000000e-12
	9.946948964316520e-01

 33	2.628000000000000e-12
	9.946948964314881e-01

 34	2.728000000000000e-12
	9.946948964313332e-01

 35	2.828000000000000e-12
	9.946948964311918e-01

 36	2.928000000000000e-12
	9.946948964310699e-01

 37	3.028000000000000e-12
	9.946948964309551e-01

 38	3.128000000000000e-12
	9.946948964308390e-01

 39	3.228000000000000e-12
	9.946948964307322e-01

 40	3.328000000000000e-12
	9.946948964306274e-01

 41	3.428000000000000e-12
	9.946948964305312e-01

 42	3.528000000000000e-12
	9.946948964304365e-01

 43	3.627999999999999e-12
	9.946948964303307e-01

 44	3.727999999999999e-12
	9.946948964302242e-01

 45	3.827999999999999e-12
	9.946948964301180e-01

 46	3.927999999999999e-12
	9.946948964300033e-01

 47	4.027999999999999e-12
	9.946948964298962e-01

 48	4.127999999999999e-12
	9.946948964298086e-01

 49	4.227999999999999e-12
	9.946948964297238e-01

 50	4.327999999999999e-12
	9.946948964296306e-01

 51	4.427999999999999e-12
	9.946948964295326e-01

 52	4.527999999999999e-12
	9.946948964294455e-01

 53	4.627999999999999e-12
	9.946948964293668e-01

 54	4.727999999999999e-12
	9.946948964292840e-01

 55	4.827999999999999e-12
	9.946948964292086e-01

 56	4.927999999999999e-12
	9.946948964291462e-01

 57	5.027999999999999e-12
	9.946948964290834e-01

 58	5.127999999999999e-12
	9.946948964290239e-01

 59	5.227999999999999e-12
	9.946948964289628e-01

 60	5.327999999999999e-12
	9.946948964288967e-01

 61	5.427999999999999e-12
	9.946948964288188e-01

 62	5.527999999999999e-12
	9.946948964287335e-01

 63	5.627999999999999e-12
	9.946948964286627e-01

 64	5.727999999999999e-12
	9.946948964285957e-01

 65	5.827999999999999e-12
	9.946948964285236e-01

 66	5.927999999999999e-12
	9.946948964284453e-01

 67	6.027999999999999e-12
	9.946948964283657e-01

 68	6.127999999999999e-12
	9.946948964282876e-01

 69	6.227999999999999e-12
	9.946948964282193e-01

 70	6.327999999999999e-12
	9.946948964281600e-01

 71	6.427999999999999e-12
	9.946948964280820e-01

 72	6.527999999999999e-12
	9.946948964280051e-01

 73	6.627999999999999e-12
	9.946948964279373e-01

 74	6.727999999999999e-12
	9.946948964278614e-01

 75	6.827999999999999e-12
	9.946948964277902e-01

 76	6.927999999999999e-12
	9.946948964277266e-01

 77	7.027999999999999e-12
	9.946948964276607e-01

 78	7.127999999999999e-12
	9.946948964275921e-01

 79	7.227999999999999e-12
	9.946948964275295e-01

 80	7.327999999999999e-12
	9.946948964274729e-01

 81	7.427999999999999e-12
	9.946948964274103e-01

 82	7.527999999999999e-12
	9.946948964273492e-01

 83	7.627999999999999e-12
	9.946948964273031e-01

 84	7.727999999999999e-12
	9.946948964272661e-01

 85	7.827999999999999e-12
	9.946948964272256e-01

 86	7.927999999999999e-12
	9.946948964271721e-01

 87	8.027999999999999e-12
	9.946948964271176e-01

 88	8.127999999999999e-12
	9.946948964270620e-01

 89	8.227999999999999e-12
	9.946948964270164e-01

 90	8.327999999999999e-12
	9.946948964269864e-01

 91	8.427999999999999e-12
	9.946948964269766e-01

 92	8.527999999999999e-12
	9.946948964269521e-01

 93	8.627999999999999e-12
	9.946948964269048e-01

 94	8.727999999999999e-12
	9.946948964268681e-01

 95	8.827999999999999e-12
	9.946948964268260e-01

 96	8.927999999999999e-12
	9.946948964267729e-01

 97	9.027999999999999e-12
	9.946948964267158e-01

 98	9.127999999999999e-12
	9.946948964266706e-01

 99	9.227999999999999e-12
	9.946948964266265e-01

 100	9.327999999999999e-12
	9.946948964265688e-01

 101	9.427999999999999e-12
	9.946948964265139e-01

 102	9.527999999999999e-12
	9.946948964264618e-01

 103	9.627999999999999e-12
	9.946948964264140e-01

 104	9.727999999999999e-12
	9.946948964263564e-01

 105	9.827999999999999e-12
	9.946948964262949e-01

 106	9.927999999999999e-12
	9.946948964262445e-01

 107	1.002800000000000e-11
	9.946948964261950e-01

 108	1.012800000000000e-11
	9.946948964261436e-01

 109	1.022800000000000e-11
	9.946948964260934e-01

 110	1.032800000000000e-11
	9.946948964260446e-01

 111	1.042800000000000e-11
	9.946948964259864e-01

 112	1.052800000000000e-11
	9.946948964259283e-01

 113	1.062800000000000e-11
	9.946948964258782e-01

 114	1.072800000000000e-11
	9.946948964258471e-01

 115	1.082800000000000e-11
	9.946948964258147e-01

 116	1.092800000000000e-11
	9.946948964257645e-01

 117	1.102800000000000e-11
	9.946948964257203e-01

 118	1.112800000000000e-11
	9.946948964256759e-01

 119	1.122800000000000e-11
	9.946948964256273e-01

 120	1.132800000000000e-11
	9.946948964255899e-01

 121	1.142800000000000e-11
	9.946948964255657e-01

 122	1.152800000000000e-11
	9.946948964255522e-01

 123	1.162800000000000e-11
	9.946948964255531e-01

 124	1.172800000000000e-11
	9.946948964255472e-01

 125	1.182800000000000e-11
	9.946948964255172e-01

 126	1.192800000000000e-11
	9.946948964254736e-01

 127	1.202800000000000e-11
	9.946948964254357e-01

 128	1.212800000000000e-11
	9.946948964254001e-01

 129	1.222800000000000e-11
	9.946948964253572e-01

 130	1.232800000000000e-11
	9.946948964253208e-01

 131	1.242800000000000e-11
	9.946948964252887e-01

 132	1.252800000000000e-11
	9.946948964252582e-01

 133	1.262800000000000e-11
	9.946948964252119e-01

 134	1.272800000000000e-11
	9.946948964251697e-01

 135	1.282800000000000e-11
	9.946948964251268e-01

 136	1.292800000000000e-11
	9.946948964250674e-01

 137	1.302800000000000e-11
	9.946948964250254e-01

 138	1.312800000000000e-11
	9.946948964249975e-01

 139	1.322800000000000e-11
	9.946948964249662e-01

 140	1.332800000000000e-11
	9.946948964249308e-01

 141	1.342800000000000e-11
	9.946948964248978e-01

 142	1.352800000000000e-11
	9.946948964248534e-01

 143	1.362800000000000e-11
	9.946948964247948e-01

 144	1.372800000000000e-11
	9.946948964247271e-01

 145	1.382800000000000e-11
	9.946948964246671e-01

 146	1.392800000000000e-11
	9.946948964246287e-01

 147	1.402800000000000e-11
	9.946948964245820e-01

 148	1.412800000000000e-11
	9.946948964245331e-01

 149	1.422800000000000e-11
	9.946948964244883e-01

 150	1.432800000000000e-11
	9.946948964244290e-01

 151	1.442800000000000e-11
	9.946948964243725e-01

 152	1.452800000000000e-11
	9.946948964243291e-01

 153	1.462800000000000e-11
	9.946948964242961e-01

 154	1.472800000000000e-11
	9.946948964242632e-01

 155	1.482800000000000e-11
	9.946948964242263e-01

 156	1.492800000000000e-11
	9.946948964241857e-01

 157	1.502800000000000e-11
	9.946948964241553e-01

 158	1.512800000000001e-11
	9.946948964241271e-01

 159	1.522800000000001e-11
	9.946948964241010e-01

 160	1.532800000000001e-11
	9.946948964241062e-01

 161	1.542800000000001e-11
	9.946948964241109e-01

 162	1.552800000000001e-11
	9.946948964240980e-01

 163	1.562800000000001e-11
	9.946948964240859e-01

 164	1.572800000000002e-11
	9.946948964240738e-01

 165	1.582800000000002e-11
	9.946948964240585e-01

 166	1.592800000000002e-11
	9.946948964240306e-01

 167	1.602800000000002e-11
	9.946948964239949e-01

 168	1.612800000000002e-11
	9.946948964239649e-01

 169	1.622800000000002e-11
	9.946948964239312e-01

 170	1.632800000000002e-11
	9.946948964238990e-01

 171	1.642800000000003e-11
	9.946948964238747e-01

 172	1.652800000000003e-11
	9.946948964238486e-01

 173	1.662800000000003e-11
	9.946948964238145e-01

 174	1.672800000000003e-11
	9.946948964237778e-01

 175	1.682800000000003e-11
	9.946948964237390e-01

 176	1.692800000000003e-11
	9.946948964236980e-01

 177	1.702800000000004e-11
	9.946948964236660e-01

 178	1.712800000000004e-11
	9.946948964236419e-01

 179	1.722800000000004e-11
	9.946948964236189e-01

 180	1.732800000000004e-11
	9.946948964235891e-01

 181	1.742800000000004e-11
	9.946948964235526e-01

 182	1.752800000000004e-11
	9.946948964235223e-01

 183	1.762800000000005e-11
	9.946948964234980e-01

 184	1.772800000000005e-11
	9.946948964234625e-01

 185	1.782800000000005e-11
	9.946948964234318e-01

 186	1.792800000000005e-11
	9.946948964234029e-01

 187	1.802800000000005e-11
	9.946948964233622e-01

 188	1.812800000000005e-11
	9.946948964233145e-01

 189	1.822800000000006e-11
	9.946948964232766e-01

 190	1.832800000000006e-11
	9.946948964232484e-01

 191	1.842800000000006e-11
	9.946948964232176e-01

 192	1.852800000000006e-11
	9.946948964231939e-01

 193	1.862800000000006e-11
	9.946948964231729e-01

 194	1.872800000000006e-11
	9.946948964231521e-01

 195	1.882800000000006e-11
	9.946948964231314e-01

 196	1.892800000000007e-11
	9.946948964231050e-01

 197	1.902800000000007e-11
	9.946948964230844e-01

 198	1.912800000000007e-11
	9.946948964230684e-01

 199	1.922800000000007e-11
	9.946948964230503e-01

 200	1.932800000000007e-11
	9.946948964230319e-01

 201	1.942800000000007e-11
	9.946948964230097e-01

 202	1.952800000000008e-11
	9.946948964229834e-01

 203	1.962800000000008e-11
	9.946948964229592e-01

 204	1.972800000000008e-11
	9.946948964229384e-01

 205	1.982800000000008e-11
	9.946948964229131e-01

 206	1.992800000000008e-11
	9.946948964228928e-01

 207	2.002800000000008e-11
	9.946948964228793e-01

 208	2.012800000000009e-11
	9.946948964228506e-01

 209	2.022800000000009e-11
	9.946948964228266e-01

 210	2.032800000000009e-11
	9.946948964228277e-01

 211	2.042800000000009e-11
	9.946948964228228e-01

 212	2.052800000000009e-11
	9.946948964228112e-01

 213	2.062800000000009e-11
	9.946948964227956e-01

 214	2.072800000000010e-11
	9.946948964227764e-01

 215	2.082800000000010e-11
	9.946948964227609e-01

 216	2.092800000000010e-11
	9.946948964227464e-01

 217	2.102800000000010e-11
	9.946948964227267e-01

 218	2.112800000000010e-11
	9.946948964227068e-01

 219	2.122800000000010e-11
	9.946948964226884e-01

 220	2.132800000000010e-11
	9.946948964226628e-01

 221	2.142800000000011e-11
	9.946948964226466e-01

 222	2.152800000000011e-11
	9.946948964226304e-01

 223	2.162800000000011e-11
	9.946948964226107e-01

 224	2.172800000000011e-11
	9.946948964225863e-01

 225	2.182800000000011e-11
	9.946948964225508e-01

 226	2.192800000000011e-11
	9.946948964225029e-01

 227	2.202800000000012e-11
	9.946948964224480e-01

 228	2.212800000000012e-11
	9.946948964223997e-01

 229	2.222800000000012e-11
	9.946948964223657e-01

 230	2.232800000000012e-11
	9.946948964223321e-01

 231	2.242800000000012e-11
	9.946948964222927e-01

 232	2.252800000000012e-11
	9.946948964222631e-01

 233	2.262800000000013e-11
	9.946948964222501e-01

 234	2.272800000000013e-11
	9.946948964222435e-01

 235	2.282800000000013e-11
	9.946948964222346e-01

 236	2.292800000000013e-11
	9.946948964222208e-01

 237	2.302800000000013e-11
	9.946948964221954e-01

 238	2.312800000000013e-11
	9.946948964221648e-01

 239	2.322800000000013e-11
	9.946948964221353e-01

 240	2.332800000000014e-11
	9.946948964221004e-01

 241	2.342800000000014e-11
	9.946948964220539e-01

 242	2.352800000000014e-11
	9.946948964220105e-01

 243	2.362800000000014e-11
	9.946948964219736e-01

 244	2.372800000000014e-11
	9.946948964219390e-01

 245	2.382800000000014e-11
	9.946948964219101e-01

 246	2.392800000000015e-11
	9.946948964218795e-01

 247	2.402800000000015e-11
	9.946948964218508e-01

 248	2.412800000000015e-11
	9.946948964218278e-01

 249	2.422800000000015e-11
	9.946948964218146e-01

 250	2.432800000000015e-11
	9.946948964218085e-01

 251	2.442800000000015e-11
	9.946948964218064e-01

 252	2.452800000000016e-11
	9.946948964217905e-01

 253	2.462800000000016e-11
	9.946948964217625e-01

 254	2.472800000000016e-11
	9.946948964217464e-01

 255	2.482800000000016e-11
	9.946948964217226e-01

 256	2.492800000000016e-11
	9.946948964216961e-01

 257	2.502800000000016e-11
	9.946948964216885e-01

 258	2.512800000000017e-11
	9.946948964216785e-01

 259	2.522800000000017e-11
	9.946948964216545e-01

 260	2.532800000000017e-11
	9.946948964216288e-01

 261	2.542800000000017e-11
	9.946948964215957e-01

 262	2.552800000000017e-11
	9.946948964215740e-01

 263	2.562800000000017e-11
	9.946948964215522e-01

 264	2.572800000000017e-11
	9.946948964215231e-01

 265	2.582800000000018e-11
	9.946948964215014e-01

 266	2.592800000000018e-11
	9.946948964214839e-01

 267	2.602800000000018e-11
	9.946948964214665e-01

 268	2.612800000000018e-11
	9.946948964214385e-01

 269	2.622800000000018e-11
	9.946948964214181e-01

 270	2.632800000000018e-11
	9.946948964214121e-01

 271	2.642800000000019e-11
	9.946948964214058e-01

 272	2.652800000000019e-11
	9.946948964214133e-01

 273	2.662800000000019e-11
	9.946948964214307e-01

 274	2.672800000000019e-11
	9.946948964214393e-01

 275	2.682800000000019e-11
	9.946948964214304e-01

 276	2.692800000000019e-11
	9.946948964214124e-01

 277	2.702800000000020e-11
	9.946948964213876e-01

 278	2.712800000000020e-11
	9.946948964213689e-01

 279	2.722800000000020e-11
	9.946948964213489e-01

 280	2.732800000000020e-11
	9.946948964213158e-01

 281	2.742800000000020e-11
	9.946948964212703e-01

 282	2.752800000000020e-11
	9.946948964212159e-01

 283	2.762800000000020e-11
	9.946948964211854e-01

 284	2.772800000000021e-11
	9.946948964211560e-01

 285	2.782800000000021e-11
	9.946948964211183e-01

 286	2.792800000000021e-11
	9.946948964210837e-01

 287	2.802800000000021e-11
	9.946948964210424e-01

 288	2.812800000000021e-11
	9.946948964210024e-01

 289	2.822800000000021e-11
	9.946948964209719e-01

 290	2.832800000000022e-11
	9.946948964209585e-01

 291	2.842800000000022e-11
	9.946948964209528e-01

 292	2.852800000000022e-11
	9.946948964209427e-01

 293	2.862800000000022e-11
	9.946948964209499e-01

 294	2.872800000000022e-11
	9.946948964209635e-01

 295	2.882800000000022e-11
	9.946948964209575e-01

 296	2.892800000000023e-11
	9.946948964209356e-01

 297	2.902800000000023e-11
	9.946948964209147e-01

 298	2.912800000000023e-11
	9.946948964209004e-01

 299	2.922800000000023e-11
	9.946948964208716e-01

 300	2.932800000000023e-11
	9.946948964208328e-01

 301	2.942800000000022e-11
	9.946948964207889e-01

 302	2.952800000000022e-11
	9.946948964207447e-01

 303	2.962800000000022e-11
	9.946948964207121e-01

 304	2.972800000000022e-11
	9.946948964206814e-01

 305	2.982800000000022e-11
	9.946948964206636e-01

 306	2.992800000000022e-11
	9.946948964206511e-01

 307	3.002800000000021e-11
	9.946948964206277e-01

 308	3.012800000000021e-11
	9.946948964206095e-01

 309	3.022800000000021e-11
	9.946948964205983e-01

 310	3.032800000000021e-11
	9.946948964205871e-01

 311	3.042800000000021e-11
	9.946948964205713e-01

 312	3.052800000000021e-11
	9.946948964205505e-01

 313	3.062800000000020e-11
	9.946948964205368e-01

 314	3.072800000000020e-11
	9.946948964205191e-01

 315	3.082800000000020e-11
	9.946948964204946e-01

 316	3.092800000000020e-11
	9.946948964204798e-01

 317	3.102800000000020e-11
	9.946948964204768e-01

 318	3.112800000000020e-11
	9.946948964204616e-01

 319	3.122800000000019e-11
	9.946948964204443e-01

 320	3.132800000000019e-11
	9.946948964204374e-01

 321	3.142800000000019e-11
	9.946948964204211e-01

 322	3.152800000000019e-11
	9.946948964203957e-01

 323	3.162800000000019e-11
	9.946948964203621e-01

 324	3.172800000000019e-11
	9.946948964203334e-01

 325	3.182800000000018e-11
	9.946948964203187e-01

 326	3.192800000000018e-11
	9.946948964203051e-01

 327	3.202800000000018e-11
	9.946948964202819e-01

 328	3.212800000000018e-11
	9.946948964202538e-01

 329	3.222800000000018e-11
	9.946948964202339e-01

 330	3.232800000000018e-11
	9.946948964202150e-01

 331	3.242800000000017e-11
	9.946948964202000e-01

 332	3.252800000000017e-11
	9.946948964201804e-01

 333	3.262800000000017e-11
	9.946948964201651e-01

 334	3.272800000000017e-11
	9.946948964201630e-01

 335	3.282800000000017e-11
	9.946948964201499e-01

 336	3.292800000000017e-11
	9.946948964201273e-01

 337	3.302800000000017e-11
	9.946948964200999e-01

 338	3.312800000000016e-11
	9.946948964200687e-01

 339	3.322800000000016e-11
	9.946948964200450e-01

 340	3.332800000000016e-11
	9.946948964200175e-01

 341	3.342800000000016e-11
	9.946948964199738e-01

 342	3.352800000000016e-11
	9.946948964199355e-01

 343	3.362800000000016e-11
	9.946948964199069e-01

 344	3.372800000000015e-11
	9.946948964198882e-01

 345	3.382800000000015e-11
	9.946948964198752e-01

 346	3.392800000000015e-11
	9.946948964198499e-01

 347	3.402800000000015e-11
	9.946948964198308e-01

 348	3.412800000000015e-11
	9.946948964198162e-01

 349	3.422800000000015e-11
	9.946948964198007e-01

 350	3.432800000000014e-11
	9.946948964197875e-01

 351	3.442800000000014e-11
	9.946948964197746e-01

 352	3.452800000000014e-11
	9.946948964197664e-01

 353	3.462800000000014e-11
	9.946948964197594e-01

 354	3.472800000000014e-11
	9.946948964197497e-01

 355	3.482800000000014e-11
	9.946948964197472e-01

 356	3.492800000000013e-11
	9.946948964197496e-01

 357	3.502800000000013e-11
	9.946948964197347e-01

 358	3.512800000000013e-11
	9.946948964197178e-01

 359	3.522800000000013e-11
	9.946948964197054e-01

 360	3.532800000000013e-11
	9.946948964196954e-01

 361	3.542800000000013e-11
	9.946948964196819e-01

 362	3.552800000000012e-11
	9.946948964196657e-01

 363	3.562800000000012e-11
	9.946948964196503e-01

 364	3.572800000000012e-11
	9.946948964196234e-01

 365	3.582800000000012e-11
	9.946948964195956e-01

 366	3.592800000000012e-11
	9.946948964195663e-01

 367	3.602800000000012e-11
	9.946948964195318e-01

 368	3.612800000000011e-11
	9.946948964195109e-01

 369	3.622800000000011e-11
	9.946948964195047e-01

 370	3.632800000000011e-11
	9.946948964194976e-01

 371	3.642800000000011e-11
	9.946948964194829e-01

 372	3.652800000000011e-11
	9.946948964194656e-01

 373	3.662800000000011e-11
	9.946948964194543e-01

 374	3.672800000000010e-11
	9.946948964194292e-01

 375	3.682800000000010e-11
	9.946948964193990e-01

 376	3.692800000000010e-11
	9.946948964193917e-01

 377	3.702800000000010e-11
	9.946948964193908e-01

 378	3.712800000000010e-11
	9.946948964193777e-01

 379	3.722800000000010e-11
	9.946948964193680e-01

 380	3.732800000000009e-11
	9.946948964193580e-01

 381	3.742800000000009e-11
	9.946948964193338e-01

 382	3.752800000000009e-11
	9.946948964193228e-01

 383	3.762800000000009e-11
	9.946948964193238e-01

 384	3.772800000000009e-11
	9.946948964193134e-01

 385	3.782800000000009e-11
	9.946948964192952e-01

 386	3.792800000000008e-11
	9.946948964192698e-01

 387	3.802800000000008e-11
	9.946948964192469e-01

 388	3.812800000000008e-11
	9.946948964192298e-01

 389	3.822800000000008e-11
	9.946948964192078e-01

 390	3.832800000000008e-11
	9.946948964191873e-01

 391	3.842800000000008e-11
	9.946948964191697e-01

 392	3.852800000000007e-11
	9.946948964191495e-01

 393	3.862800000000007e-11
	9.946948964191278e-01

 394	3.872800000000007e-11
	9.946948964190988e-01

 395	3.882800000000007e-11
	9.946948964190777e-01

 396	3.892800000000007e-11
	9.946948964190487e-01

 397	3.902800000000007e-11
	9.946948964190065e-01

 398	3.912800000000007e-11
	9.946948964189781e-01

 399	3.922800000000006e-11
